Geography,Date,ASP,type
Detroit,2/7/2016,0.77,Conventional
GrandRapids,2/7/2016,0.94,Conventional
GreatLakes,2/7/2016,0.85,Conventional
HarrisburgScranton,2/7/2016,1.10,Conventional
HartfordSpringfield,2/7/2016,1.16,Conventional
Houston,2/7/2016,0.69,Conventional
Indianapolis,2/7/2016,0.88,Conventional
Jacksonville,2/7/2016,0.54,Conventional
LasVegas,2/7/2016,0.74,Conventional
LosAngeles,2/7/2016,0.58,Conventional
Louisville,2/7/2016,0.85,Conventional
MiamiFtLauderdale,2/7/2016,0.59,Conventional
Midsouth,2/7/2016,0.91,Conventional
Nashville,2/7/2016,0.77,Conventional
NewOrleansMobile,2/7/2016,0.58,Conventional
NewYork,2/7/2016,0.95,Conventional
Northeast,2/7/2016,1.03,Conventional
NorthernNewEngland,2/7/2016,0.97,Conventional
Orlando,2/7/2016,0.58,Conventional
Philadelphia,2/7/2016,0.96,Conventional
PhoenixTucson,2/7/2016,0.55,Conventional
Pittsburgh,2/7/2016,1.18,Conventional
Plains,2/7/2016,0.83,Conventional
Portland,2/7/2016,0.72,Conventional
RaleighGreensboro,2/7/2016,0.86,Conventional
RichmondNorfolk,2/7/2016,0.78,Conventional
Roanoke,2/7/2016,0.91,Conventional
Sacramento,2/7/2016,0.91,Conventional
SanDiego,2/7/2016,0.61,Conventional
SanFrancisco,2/7/2016,0.89,Conventional
Seattle,2/7/2016,0.75,Conventional
SouthCarolina,2/7/2016,0.69,Conventional
SouthCentral,2/7/2016,0.70,Conventional
Southeast,2/7/2016,0.62,Conventional
Spokane,2/7/2016,0.74,Conventional
StLouis,2/7/2016,0.87,Conventional
Syracuse,2/7/2016,1.28,Conventional
Tampa,2/7/2016,0.56,Conventional
TotalUS,2/7/2016,0.76,Conventional
West,2/7/2016,0.69,Conventional
WestTexNewMexico,2/7/2016,0.68,Conventional
Albany,2/7/2016,1.81,Organic
Atlanta,2/7/2016,1.72,Organic
Baltimore/Washington,2/7/2016,1.66,Organic
Boise,2/7/2016,0.84,Organic
Boston,2/7/2016,1.62,Organic
BuffaloRochester,2/7/2016,2.11,Organic
California,2/7/2016,1.38,Organic
Charlotte,2/7/2016,1.82,Organic
Chicago,2/7/2016,1.60,Organic
CincinnatiDayton,2/7/2016,1.11,Organic
Columbus,2/7/2016,1.31,Organic
DallasFtWorth,2/7/2016,1.27,Organic
Denver,2/7/2016,1.08,Organic
Detroit,2/7/2016,1.33,Organic
GrandRapids,2/7/2016,1.46,Organic
GreatLakes,2/7/2016,1.41,Organic
HarrisburgScranton,2/7/2016,1.91,Organic
HartfordSpringfield,2/7/2016,2.32,Organic
Houston,2/7/2016,1.37,Organic
Indianapolis,2/7/2016,1.37,Organic
Jacksonville,2/7/2016,1.70,Organic
LasVegas,2/7/2016,1.41,Organic
LosAngeles,2/7/2016,1.07,Organic
Louisville,2/7/2016,1.59,Organic
MiamiFtLauderdale,2/7/2016,1.44,Organic
Midsouth,2/7/2016,1.52,Organic
Nashville,2/7/2016,1.40,Organic
NewOrleansMobile,2/7/2016,1.41,Organic
NewYork,2/7/2016,1.95,Organic
Northeast,2/7/2016,1.90,Organic
NorthernNewEngland,2/7/2016,1.67,Organic
Orlando,2/7/2016,1.70,Organic
Philadelphia,2/7/2016,1.86,Organic
PhoenixTucson,2/7/2016,1.60,Organic
Pittsburgh,2/7/2016,1.45,Organic
Plains,2/7/2016,1.57,Organic
Portland,2/7/2016,1.12,Organic
RaleighGreensboro,2/7/2016,1.54,Organic
RichmondNorfolk,2/7/2016,1.34,Organic
Roanoke,2/7/2016,1.29,Organic
Sacramento,2/7/2016,1.72,Organic
SanDiego,2/7/2016,1.32,Organic
SanFrancisco,2/7/2016,1.93,Organic
Seattle,2/7/2016,1.26,Organic
SouthCarolina,2/7/2016,1.61,Organic
SouthCentral,2/7/2016,1.35,Organic
Southeast,2/7/2016,1.61,Organic
Spokane,2/7/2016,1.22,Organic
StLouis,2/7/2016,1.63,Organic
Syracuse,2/7/2016,2.06,Organic
Tampa,2/7/2016,1.49,Organic
TotalUS,2/7/2016,1.44,Organic
West,2/7/2016,1.22,Organic
WestTexNewMexico,2/7/2016,1.49,Organic
Albany,2/14/2016,1.13,Conventional
Atlanta,2/14/2016,0.97,Conventional
Baltimore/Washington,2/14/2016,1.11,Conventional
Boise,2/14/2016,0.94,Conventional
Boston,2/14/2016,0.98,Conventional
BuffaloRochester,2/14/2016,1.29,Conventional
California,2/14/2016,0.82,Conventional
Charlotte,2/14/2016,1.00,Conventional
Chicago,2/14/2016,1.00,Conventional
CincinnatiDayton,2/14/2016,0.86,Conventional
Columbus,2/14/2016,0.91,Conventional
DallasFtWorth,2/14/2016,0.65,Conventional
Denver,2/14/2016,0.70,Conventional
Detroit,2/14/2016,1.00,Conventional
GrandRapids,2/14/2016,1.13,Conventional
GreatLakes,2/14/2016,0.96,Conventional
HarrisburgScranton,2/14/2016,1.09,Conventional
HartfordSpringfield,2/14/2016,1.10,Conventional
Houston,2/14/2016,0.67,Conventional
Indianapolis,2/14/2016,0.83,Conventional
Jacksonville,2/14/2016,0.95,Conventional
LasVegas,2/14/2016,0.79,Conventional
LosAngeles,2/14/2016,0.65,Conventional
Louisville,2/14/2016,0.86,Conventional
MiamiFtLauderdale,2/14/2016,1.12,Conventional
Midsouth,2/14/2016,0.99,Conventional
Nashville,2/14/2016,0.88,Conventional
NewOrleansMobile,2/14/2016,0.81,Conventional
NewYork,2/14/2016,1.09,Conventional
Northeast,2/14/2016,1.08,Conventional
NorthernNewEngland,2/14/2016,0.99,Conventional
Orlando,2/14/2016,0.96,Conventional
Philadelphia,2/14/2016,1.19,Conventional
PhoenixTucson,2/14/2016,0.61,Conventional
Pittsburgh,2/14/2016,1.14,Conventional
Plains,2/14/2016,0.97,Conventional
Portland,2/14/2016,0.87,Conventional
RaleighGreensboro,2/14/2016,0.99,Conventional
RichmondNorfolk,2/14/2016,0.92,Conventional
Roanoke,2/14/2016,0.90,Conventional
Sacramento,2/14/2016,1.04,Conventional
SanDiego,2/14/2016,0.79,Conventional
SanFrancisco,2/14/2016,1.34,Conventional
Seattle,2/14/2016,0.98,Conventional
SouthCarolina,2/14/2016,0.91,Conventional
SouthCentral,2/14/2016,0.70,Conventional
Southeast,2/14/2016,0.98,Conventional
Spokane,2/14/2016,0.95,Conventional
StLouis,2/14/2016,0.98,Conventional
Syracuse,2/14/2016,1.28,Conventional
Tampa,2/14/2016,1.00,Conventional
TotalUS,2/14/2016,0.88,Conventional
West,2/14/2016,0.78,Conventional
WestTexNewMexico,2/14/2016,0.70,Conventional
Albany,2/14/2016,1.81,Organic
Atlanta,2/14/2016,1.59,Organic
Baltimore/Washington,2/14/2016,1.82,Organic
Boise,2/14/2016,0.87,Organic
Boston,2/14/2016,1.59,Organic
BuffaloRochester,2/14/2016,1.99,Organic
California,2/14/2016,1.47,Organic
Charlotte,2/14/2016,1.75,Organic
Chicago,2/14/2016,1.58,Organic
CincinnatiDayton,2/14/2016,1.01,Organic
Columbus,2/14/2016,1.25,Organic
DallasFtWorth,2/14/2016,1.27,Organic
Denver,2/14/2016,1.18,Organic
Detroit,2/14/2016,1.31,Organic
GrandRapids,2/14/2016,1.36,Organic
GreatLakes,2/14/2016,1.34,Organic
HarrisburgScranton,2/14/2016,2.22,Organic
HartfordSpringfield,2/14/2016,2.31,Organic
Houston,2/14/2016,1.24,Organic
Indianapolis,2/14/2016,1.24,Organic
Jacksonville,2/14/2016,1.73,Organic
LasVegas,2/14/2016,1.28,Organic
LosAngeles,2/14/2016,1.09,Organic
Louisville,2/14/2016,1.72,Organic
MiamiFtLauderdale,2/14/2016,1.45,Organic
Midsouth,2/14/2016,1.52,Organic
Nashville,2/14/2016,1.42,Organic
NewOrleansMobile,2/14/2016,1.46,Organic
NewYork,2/14/2016,2.11,Organic
Northeast,2/14/2016,1.95,Organic
NorthernNewEngland,2/14/2016,1.66,Organic
Orlando,2/14/2016,1.69,Organic
Philadelphia,2/14/2016,2.07,Organic
PhoenixTucson,2/14/2016,1.34,Organic
Pittsburgh,2/14/2016,1.38,Organic
Plains,2/14/2016,1.68,Organic
Portland,2/14/2016,0.90,Organic
RaleighGreensboro,2/14/2016,1.59,Organic
RichmondNorfolk,2/14/2016,1.29,Organic
Roanoke,2/14/2016,1.21,Organic
Sacramento,2/14/2016,1.98,Organic
SanDiego,2/14/2016,1.42,Organic
SanFrancisco,2/14/2016,2.37,Organic
Seattle,2/14/2016,0.98,Organic
SouthCarolina,2/14/2016,1.55,Organic
SouthCentral,2/14/2016,1.31,Organic
Southeast,2/14/2016,1.57,Organic
Spokane,2/14/2016,0.98,Organic
StLouis,2/14/2016,1.71,Organic
Syracuse,2/14/2016,1.96,Organic
Tampa,2/14/2016,1.48,Organic
TotalUS,2/14/2016,1.37,Organic
West,2/14/2016,1.07,Organic
WestTexNewMexico,2/14/2016,1.39,Organic
Albany,2/21/2016,1.28,Conventional
Atlanta,2/21/2016,1.04,Conventional
Baltimore/Washington,2/21/2016,1.20,Conventional
Boise,2/21/2016,0.74,Conventional
Boston,2/21/2016,1.14,Conventional
BuffaloRochester,2/21/2016,1.31,Conventional
California,2/21/2016,0.89,Conventional
Charlotte,2/21/2016,1.07,Conventional
Chicago,2/21/2016,1.09,Conventional
CincinnatiDayton,2/21/2016,0.86,Conventional
Columbus,2/21/2016,1.05,Conventional
DallasFtWorth,2/21/2016,0.83,Conventional
Denver,2/21/2016,0.73,Conventional
Detroit,2/21/2016,1.20,Conventional
GrandRapids,2/21/2016,1.16,Conventional
GreatLakes,2/21/2016,1.07,Conventional
HarrisburgScranton,2/21/2016,1.15,Conventional
HartfordSpringfield,2/21/2016,1.28,Conventional
Houston,2/21/2016,0.80,Conventional
Indianapolis,2/21/2016,1.03,Conventional
Jacksonville,2/21/2016,1.01,Conventional
LasVegas,2/21/2016,0.83,Conventional
LosAngeles,2/21/2016,0.76,Conventional
Louisville,2/21/2016,0.86,Conventional
MiamiFtLauderdale,2/21/2016,1.10,Conventional
Midsouth,2/21/2016,1.06,Conventional
Nashville,2/21/2016,0.94,Conventional
NewOrleansMobile,2/21/2016,0.89,Conventional
NewYork,2/21/2016,1.21,Conventional
Northeast,2/21/2016,1.21,Conventional
NorthernNewEngland,2/21/2016,1.16,Conventional
Orlando,2/21/2016,1.05,Conventional
Philadelphia,2/21/2016,1.26,Conventional
PhoenixTucson,2/21/2016,0.67,Conventional
Pittsburgh,2/21/2016,1.23,Conventional
Plains,2/21/2016,1.03,Conventional
Portland,2/21/2016,0.71,Conventional
RaleighGreensboro,2/21/2016,1.05,Conventional
RichmondNorfolk,2/21/2016,0.98,Conventional
Roanoke,2/21/2016,0.98,Conventional
Sacramento,2/21/2016,1.09,Conventional
SanDiego,2/21/2016,0.86,Conventional
SanFrancisco,2/21/2016,1.15,Conventional
Seattle,2/21/2016,0.86,Conventional
SouthCarolina,2/21/2016,1.04,Conventional
SouthCentral,2/21/2016,0.82,Conventional
Southeast,2/21/2016,1.04,Conventional
Spokane,2/21/2016,0.82,Conventional
StLouis,2/21/2016,1.00,Conventional
Syracuse,2/21/2016,1.34,Conventional
Tampa,2/21/2016,1.05,Conventional
TotalUS,2/21/2016,0.94,Conventional
West,2/21/2016,0.77,Conventional
WestTexNewMexico,2/21/2016,0.70,Conventional
Albany,2/21/2016,1.79,Organic
Atlanta,2/21/2016,1.74,Organic
Baltimore/Washington,2/21/2016,1.54,Organic
Boise,2/21/2016,1.67,Organic
Boston,2/21/2016,1.52,Organic
BuffaloRochester,2/21/2016,1.66,Organic
California,2/21/2016,1.43,Organic
Charlotte,2/21/2016,1.81,Organic
Chicago,2/21/2016,1.55,Organic
CincinnatiDayton,2/21/2016,1.33,Organic
Columbus,2/21/2016,1.39,Organic
DallasFtWorth,2/21/2016,1.18,Organic
Denver,2/21/2016,1.07,Organic
Detroit,2/21/2016,1.31,Organic
GrandRapids,2/21/2016,1.58,Organic
GreatLakes,2/21/2016,1.38,Organic
HarrisburgScranton,2/21/2016,1.87,Organic
HartfordSpringfield,2/21/2016,2.24,Organic
Houston,2/21/2016,1.28,Organic
Indianapolis,2/21/2016,1.53,Organic
Jacksonville,2/21/2016,1.76,Organic
LasVegas,2/21/2016,1.44,Organic
LosAngeles,2/21/2016,1.07,Organic
Louisville,2/21/2016,1.64,Organic
MiamiFtLauderdale,2/21/2016,1.40,Organic
Midsouth,2/21/2016,1.57,Organic
Nashville,2/21/2016,1.49,Organic
NewOrleansMobile,2/21/2016,1.54,Organic
NewYork,2/21/2016,1.90,Organic
Northeast,2/21/2016,1.77,Organic
NorthernNewEngland,2/21/2016,1.64,Organic
Orlando,2/21/2016,1.67,Organic
Philadelphia,2/21/2016,1.79,Organic
PhoenixTucson,2/21/2016,1.63,Organic
Pittsburgh,2/21/2016,1.33,Organic
Plains,2/21/2016,1.34,Organic
Portland,2/21/2016,1.76,Organic
RaleighGreensboro,2/21/2016,1.76,Organic
RichmondNorfolk,2/21/2016,1.48,Organic
Roanoke,2/21/2016,1.38,Organic
Sacramento,2/21/2016,2.04,Organic
SanDiego,2/21/2016,1.25,Organic
SanFrancisco,2/21/2016,2.38,Organic
Seattle,2/21/2016,1.41,Organic
SouthCarolina,2/21/2016,1.58,Organic
SouthCentral,2/21/2016,1.28,Organic
Southeast,2/21/2016,1.61,Organic
Spokane,2/21/2016,1.42,Organic
StLouis,2/21/2016,0.82,Organic
Syracuse,2/21/2016,1.71,Organic
Tampa,2/21/2016,1.46,Organic
TotalUS,2/21/2016,1.45,Organic
West,2/21/2016,1.37,Organic
WestTexNewMexico,2/21/2016,1.48,Organic
Albany,2/28/2016,1.26,Conventional
Atlanta,2/28/2016,0.90,Conventional
Baltimore/Washington,2/28/2016,1.12,Conventional
Boise,2/28/2016,0.89,Conventional
Boston,2/28/2016,1.08,Conventional
BuffaloRochester,2/28/2016,1.22,Conventional
California,2/28/2016,0.89,Conventional
Charlotte,2/28/2016,1.05,Conventional
Chicago,2/28/2016,1.15,Conventional
CincinnatiDayton,2/28/2016,0.87,Conventional
Columbus,2/28/2016,1.03,Conventional
DallasFtWorth,2/28/2016,0.74,Conventional
Denver,2/28/2016,0.74,Conventional
Detroit,2/28/2016,1.13,Conventional
GrandRapids,2/28/2016,1.07,Conventional
GreatLakes,2/28/2016,1.05,Conventional
HarrisburgScranton,2/28/2016,1.11,Conventional
HartfordSpringfield,2/28/2016,1.17,Conventional
Houston,2/28/2016,0.76,Conventional
Indianapolis,2/28/2016,0.99,Conventional
Jacksonville,2/28/2016,0.77,Conventional
LasVegas,2/28/2016,0.86,Conventional
LosAngeles,2/28/2016,0.72,Conventional
Louisville,2/28/2016,0.94,Conventional
MiamiFtLauderdale,2/28/2016,0.83,Conventional
Midsouth,2/28/2016,1.05,Conventional
Nashville,2/28/2016,0.88,Conventional
NewOrleansMobile,2/28/2016,0.80,Conventional
NewYork,2/28/2016,1.15,Conventional
Northeast,2/28/2016,1.15,Conventional
NorthernNewEngland,2/28/2016,1.10,Conventional
Orlando,2/28/2016,0.82,Conventional
Philadelphia,2/28/2016,1.27,Conventional
PhoenixTucson,2/28/2016,0.57,Conventional
Pittsburgh,2/28/2016,1.21,Conventional
Plains,2/28/2016,1.07,Conventional
Portland,2/28/2016,0.83,Conventional
RaleighGreensboro,2/28/2016,1.08,Conventional
RichmondNorfolk,2/28/2016,1.04,Conventional
Roanoke,2/28/2016,0.99,Conventional
Sacramento,2/28/2016,1.13,Conventional
SanDiego,2/28/2016,0.80,Conventional
SanFrancisco,2/28/2016,1.29,Conventional
Seattle,2/28/2016,0.91,Conventional
SouthCarolina,2/28/2016,0.93,Conventional
SouthCentral,2/28/2016,0.77,Conventional
Southeast,2/28/2016,0.84,Conventional
Spokane,2/28/2016,0.95,Conventional
StLouis,2/28/2016,0.98,Conventional
Syracuse,2/28/2016,1.27,Conventional
Tampa,2/28/2016,0.82,Conventional
TotalUS,2/28/2016,0.91,Conventional
West,2/28/2016,0.78,Conventional
WestTexNewMexico,2/28/2016,0.73,Conventional
Albany,2/28/2016,1.79,Organic
Atlanta,2/28/2016,1.78,Organic
Baltimore/Washington,2/28/2016,1.62,Organic
Boise,2/28/2016,1.84,Organic
Boston,2/28/2016,1.64,Organic
BuffaloRochester,2/28/2016,1.56,Organic
California,2/28/2016,1.28,Organic
Charlotte,2/28/2016,1.83,Organic
Chicago,2/28/2016,1.60,Organic
CincinnatiDayton,2/28/2016,1.47,Organic
Columbus,2/28/2016,1.43,Organic
DallasFtWorth,2/28/2016,1.19,Organic
Denver,2/28/2016,1.06,Organic
Detroit,2/28/2016,1.45,Organic
GrandRapids,2/28/2016,1.43,Organic
GreatLakes,2/28/2016,1.48,Organic
HarrisburgScranton,2/28/2016,1.83,Organic
HartfordSpringfield,2/28/2016,2.28,Organic
Houston,2/28/2016,1.28,Organic
Indianapolis,2/28/2016,1.60,Organic
Jacksonville,2/28/2016,1.80,Organic
LasVegas,2/28/2016,1.29,Organic
LosAngeles,2/28/2016,0.96,Organic
Louisville,2/28/2016,1.69,Organic
MiamiFtLauderdale,2/28/2016,1.51,Organic
Midsouth,2/28/2016,1.58,Organic
Nashville,2/28/2016,1.53,Organic
NewOrleansMobile,2/28/2016,1.44,Organic
NewYork,2/28/2016,1.96,Organic
Northeast,2/28/2016,1.80,Organic
NorthernNewEngland,2/28/2016,1.64,Organic
Orlando,2/28/2016,1.78,Organic
Philadelphia,2/28/2016,1.62,Organic
PhoenixTucson,2/28/2016,1.52,Organic
Pittsburgh,2/28/2016,1.54,Organic
Plains,2/28/2016,1.39,Organic
Portland,2/28/2016,1.89,Organic
RaleighGreensboro,2/28/2016,1.71,Organic
RichmondNorfolk,2/28/2016,1.41,Organic
Roanoke,2/28/2016,1.29,Organic
Sacramento,2/28/2016,2.01,Organic
SanDiego,2/28/2016,1.12,Organic
SanFrancisco,2/28/2016,2.29,Organic
Seattle,2/28/2016,1.46,Organic
SouthCarolina,2/28/2016,1.67,Organic
SouthCentral,2/28/2016,1.24,Organic
Southeast,2/28/2016,1.66,Organic
Spokane,2/28/2016,1.69,Organic
StLouis,2/28/2016,0.90,Organic
Syracuse,2/28/2016,1.62,Organic
Tampa,2/28/2016,1.55,Organic
TotalUS,2/28/2016,1.44,Organic
West,2/28/2016,1.42,Organic
WestTexNewMexico,2/28/2016,1.36,Organic
Albany,3/6/2016,1.27,Conventional
Atlanta,3/6/2016,1.03,Conventional
Baltimore/Washington,3/6/2016,1.21,Conventional
Boise,3/6/2016,0.86,Conventional
Boston,3/6/2016,1.10,Conventional
BuffaloRochester,3/6/2016,1.36,Conventional
California,3/6/2016,0.92,Conventional
Charlotte,3/6/2016,1.09,Conventional
Chicago,3/6/2016,1.13,Conventional
CincinnatiDayton,3/6/2016,0.85,Conventional
Columbus,3/6/2016,0.95,Conventional
DallasFtWorth,3/6/2016,0.76,Conventional
Denver,3/6/2016,0.98,Conventional
Detroit,3/6/2016,0.97,Conventional
GrandRapids,3/6/2016,0.91,Conventional
GreatLakes,3/6/2016,0.98,Conventional
HarrisburgScranton,3/6/2016,1.17,Conventional
HartfordSpringfield,3/6/2016,1.27,Conventional
Houston,3/6/2016,0.76,Conventional
Indianapolis,3/6/2016,0.96,Conventional
Jacksonville,3/6/2016,1.06,Conventional
LasVegas,3/6/2016,0.91,Conventional
LosAngeles,3/6/2016,0.76,Conventional
Louisville,3/6/2016,1.02,Conventional
MiamiFtLauderdale,3/6/2016,1.16,Conventional
Midsouth,3/6/2016,1.10,Conventional
Nashville,3/6/2016,0.97,Conventional
NewOrleansMobile,3/6/2016,0.97,Conventional
NewYork,3/6/2016,1.24,Conventional
Northeast,3/6/2016,1.21,Conventional
NorthernNewEngland,3/6/2016,1.08,Conventional
Orlando,3/6/2016,1.08,Conventional
Philadelphia,3/6/2016,1.33,Conventional
PhoenixTucson,3/6/2016,0.51,Conventional
Pittsburgh,3/6/2016,1.18,Conventional
Plains,3/6/2016,1.06,Conventional
Portland,3/6/2016,0.83,Conventional
RaleighGreensboro,3/6/2016,1.08,Conventional
RichmondNorfolk,3/6/2016,0.99,Conventional
Roanoke,3/6/2016,0.98,Conventional
Sacramento,3/6/2016,1.13,Conventional
SanDiego,3/6/2016,0.81,Conventional
SanFrancisco,3/6/2016,1.29,Conventional
Seattle,3/6/2016,0.88,Conventional
SouthCarolina,3/6/2016,1.06,Conventional
SouthCentral,3/6/2016,0.78,Conventional
Southeast,3/6/2016,1.07,Conventional
Spokane,3/6/2016,0.91,Conventional
StLouis,3/6/2016,0.96,Conventional
Syracuse,3/6/2016,1.36,Conventional
Tampa,3/6/2016,1.08,Conventional
TotalUS,3/6/2016,0.95,Conventional
West,3/6/2016,0.80,Conventional
WestTexNewMexico,3/6/2016,0.77,Conventional
Albany,3/6/2016,1.92,Organic
Atlanta,3/6/2016,1.66,Organic
Baltimore/Washington,3/6/2016,1.41,Organic
Boise,3/6/2016,1.15,Organic
Boston,3/6/2016,1.70,Organic
BuffaloRochester,3/6/2016,2.13,Organic
California,3/6/2016,1.32,Organic
Charlotte,3/6/2016,1.79,Organic
Chicago,3/6/2016,1.49,Organic
CincinnatiDayton,3/6/2016,1.34,Organic
Columbus,3/6/2016,1.42,Organic
DallasFtWorth,3/6/2016,1.15,Organic
Denver,3/6/2016,0.66,Organic
Detroit,3/6/2016,1.45,Organic
GrandRapids,3/6/2016,1.10,Organic
GreatLakes,3/6/2016,1.42,Organic
HarrisburgScranton,3/6/2016,1.58,Organic
HartfordSpringfield,3/6/2016,2.18,Organic
Houston,3/6/2016,1.17,Organic
Indianapolis,3/6/2016,1.48,Organic
Jacksonville,3/6/2016,1.83,Organic
LasVegas,3/6/2016,1.30,Organic
LosAngeles,3/6/2016,0.96,Organic
Louisville,3/6/2016,0.96,Organic
MiamiFtLauderdale,3/6/2016,1.49,Organic
Midsouth,3/6/2016,1.44,Organic
Nashville,3/6/2016,1.32,Organic
NewOrleansMobile,3/6/2016,1.37,Organic
NewYork,3/6/2016,1.86,Organic
Northeast,3/6/2016,1.79,Organic
NorthernNewEngland,3/6/2016,1.68,Organic
Orlando,3/6/2016,1.74,Organic
Philadelphia,3/6/2016,1.53,Organic
PhoenixTucson,3/6/2016,1.48,Organic
Pittsburgh,3/6/2016,1.37,Organic
Plains,3/6/2016,1.76,Organic
Portland,3/6/2016,1.29,Organic
RaleighGreensboro,3/6/2016,1.79,Organic
RichmondNorfolk,3/6/2016,1.54,Organic
Roanoke,3/6/2016,1.55,Organic
Sacramento,3/6/2016,1.88,Organic
SanDiego,3/6/2016,1.21,Organic
SanFrancisco,3/6/2016,2.31,Organic
Seattle,3/6/2016,1.22,Organic
SouthCarolina,3/6/2016,1.56,Organic
SouthCentral,3/6/2016,1.21,Organic
Southeast,3/6/2016,1.61,Organic
Spokane,3/6/2016,1.31,Organic
StLouis,3/6/2016,1.82,Organic
Syracuse,3/6/2016,2.09,Organic
Tampa,3/6/2016,1.50,Organic
TotalUS,3/6/2016,1.28,Organic
West,3/6/2016,0.96,Organic
WestTexNewMexico,3/6/2016,1.32,Organic
Albany,3/13/2016,1.18,Conventional
Atlanta,3/13/2016,0.90,Conventional
Baltimore/Washington,3/13/2016,1.18,Conventional
Boise,3/13/2016,0.83,Conventional
Boston,3/13/2016,1.05,Conventional
BuffaloRochester,3/13/2016,1.11,Conventional
California,3/13/2016,0.96,Conventional
Charlotte,3/13/2016,1.05,Conventional
Chicago,3/13/2016,1.00,Conventional
CincinnatiDayton,3/13/2016,0.88,Conventional
Columbus,3/13/2016,1.05,Conventional
DallasFtWorth,3/13/2016,0.78,Conventional
Denver,3/13/2016,0.83,Conventional
Detroit,3/13/2016,1.12,Conventional
GrandRapids,3/13/2016,1.15,Conventional
GreatLakes,3/13/2016,1.03,Conventional
HarrisburgScranton,3/13/2016,1.13,Conventional
HartfordSpringfield,3/13/2016,1.30,Conventional
Houston,3/13/2016,0.76,Conventional
Indianapolis,3/13/2016,1.03,Conventional
Jacksonville,3/13/2016,0.81,Conventional
LasVegas,3/13/2016,0.79,Conventional
LosAngeles,3/13/2016,0.79,Conventional
Louisville,3/13/2016,1.07,Conventional
MiamiFtLauderdale,3/13/2016,0.88,Conventional
Midsouth,3/13/2016,1.07,Conventional
Nashville,3/13/2016,0.87,Conventional
NewOrleansMobile,3/13/2016,0.91,Conventional
NewYork,3/13/2016,1.17,Conventional
Northeast,3/13/2016,1.13,Conventional
NorthernNewEngland,3/13/2016,1.01,Conventional
Orlando,3/13/2016,0.84,Conventional
Philadelphia,3/13/2016,1.10,Conventional
PhoenixTucson,3/13/2016,0.64,Conventional
Pittsburgh,3/13/2016,1.17,Conventional
Plains,3/13/2016,0.91,Conventional
Portland,3/13/2016,0.79,Conventional
RaleighGreensboro,3/13/2016,1.08,Conventional
RichmondNorfolk,3/13/2016,1.02,Conventional
Roanoke,3/13/2016,0.99,Conventional
Sacramento,3/13/2016,1.14,Conventional
SanDiego,3/13/2016,0.84,Conventional
SanFrancisco,3/13/2016,1.41,Conventional
Seattle,3/13/2016,0.94,Conventional
SouthCarolina,3/13/2016,0.96,Conventional
SouthCentral,3/13/2016,0.79,Conventional
Southeast,3/13/2016,0.88,Conventional
Spokane,3/13/2016,0.93,Conventional
StLouis,3/13/2016,0.89,Conventional
Syracuse,3/13/2016,1.18,Conventional
Tampa,3/13/2016,0.86,Conventional
TotalUS,3/13/2016,0.93,Conventional
West,3/13/2016,0.81,Conventional
WestTexNewMexico,3/13/2016,0.72,Conventional
Albany,3/13/2016,1.79,Organic
Atlanta,3/13/2016,1.52,Organic
Baltimore/Washington,3/13/2016,1.54,Organic
Boise,3/13/2016,0.95,Organic
Boston,3/13/2016,1.59,Organic
BuffaloRochester,3/13/2016,1.63,Organic
California,3/13/2016,1.41,Organic
Charlotte,3/13/2016,1.70,Organic
Chicago,3/13/2016,1.50,Organic
CincinnatiDayton,3/13/2016,1.25,Organic
Columbus,3/13/2016,1.37,Organic
DallasFtWorth,3/13/2016,1.20,Organic
Denver,3/13/2016,0.74,Organic
Detroit,3/13/2016,1.26,Organic
GrandRapids,3/13/2016,1.33,Organic
GreatLakes,3/13/2016,1.33,Organic
HarrisburgScranton,3/13/2016,1.57,Organic
HartfordSpringfield,3/13/2016,2.18,Organic
Houston,3/13/2016,1.25,Organic
Indianapolis,3/13/2016,1.39,Organic
Jacksonville,3/13/2016,1.70,Organic
LasVegas,3/13/2016,1.33,Organic
LosAngeles,3/13/2016,1.09,Organic
Louisville,3/13/2016,1.08,Organic
MiamiFtLauderdale,3/13/2016,1.30,Organic
Midsouth,3/13/2016,1.40,Organic
Nashville,3/13/2016,1.32,Organic
NewOrleansMobile,3/13/2016,1.27,Organic
NewYork,3/13/2016,1.96,Organic
Northeast,3/13/2016,1.75,Organic
NorthernNewEngland,3/13/2016,1.63,Organic
Orlando,3/13/2016,1.52,Organic
Philadelphia,3/13/2016,1.59,Organic
PhoenixTucson,3/13/2016,1.47,Organic
Pittsburgh,3/13/2016,1.15,Organic
Plains,3/13/2016,1.54,Organic
Portland,3/13/2016,1.13,Organic
RaleighGreensboro,3/13/2016,1.54,Organic
RichmondNorfolk,3/13/2016,1.23,Organic
Roanoke,3/13/2016,1.22,Organic
Sacramento,3/13/2016,2.04,Organic
SanDiego,3/13/2016,1.38,Organic
SanFrancisco,3/13/2016,2.27,Organic
Seattle,3/13/2016,1.18,Organic
SouthCarolina,3/13/2016,1.45,Organic
SouthCentral,3/13/2016,1.24,Organic
Southeast,3/13/2016,1.45,Organic
Spokane,3/13/2016,1.28,Organic
StLouis,3/13/2016,1.10,Organic
Syracuse,3/13/2016,1.66,Organic
Tampa,3/13/2016,1.28,Organic
TotalUS,3/13/2016,1.29,Organic
West,3/13/2016,1.00,Organic
